Name,Event,Mode,TP,FP,FN,TN
1_068_1,a video of a person running,1,0,0,0,41
000261,a video of a person running,1,0,0,4,13
000337,a video of a person running,1,0,0,0,60
3_104_1,a video of a person running,1,15,1,0,2
3_094_1,a video of a person running,1,10,9,23,68
D068_09,a video of a person running,1,0,0,0,21
000227,a video of a person running,1,0,0,1,16
1_077_1,a video of a person running,1,4,6,0,52
4_087_1,a video of a person running,1,0,0,6,36
2_075_1,a video of a person running,1,0,0,7,0
D001_03,a video of a person running,1,0,0,38,41
4_090_1,a video of a person running,1,0,0,0,29
2_085_1,a video of a person running,1,4,0,3,36
3_085_1,a video of a person running,1,7,8,7,48
4_088_1,a video of a person running,1,4,7,0,31
1_096_1,a video of a person running,1,5,5,0,8
4_080_1,a video of a person running,1,17,1,14,50
D014_02,a video of a person running,1,0,0,11,0
1_070_1,a video of a person running,1,21,0,0,21
4_078_1,a video of a person running,1,10,0,0,25
000304,a video of a person running,1,6,0,0,34
000288,a video of a person running,1,0,0,0,126
4_104_1,a video of a person running,1,0,0,0,13
000228,a video of a person running,1,0,0,5,31
D158_02,a video of a person running,1,0,0,12,60
2_073_1,a video of a person running,1,1,24,14,146
000234,a video of a person running,1,0,0,0,52
4_112_1,a video of a person running,1,0,0,0,38
2_095_1,a video of a person running,1,21,0,10,20
D001_04,a video of a person running,1,0,0,15,43
3_077_1,a video of a person running,1,44,22,0,16
D031_09,a video of a person running,1,0,0,0,40
2_064_1,a video of a person running,1,0,2,10,44
000260,a video of a person running,1,0,0,0,25
1_079_1,a video of a person running,1,0,0,0,0
4_102_1,a video of a person running,1,0,0,0,29
D014_01,a video of a person running,1,0,0,4,57
3_103_1,a video of a person running,1,18,0,1,1
000224,a video of a person running,1,11,0,0,47
3_097_1,a video of a person running,1,10,19,7,32
000282,a video of a person running,1,0,0,3,28
000259,a video of a person running,1,0,0,0,37
1_095_1,a video of a person running,1,0,0,0,13
3_087_1,a video of a person running,1,13,0,5,10
4_113_1,a video of a person running,1,0,0,0,40
000262,a video of a person running,1,0,0,2,87
000250,a video of a person running,1,0,0,0,105
3_075_1,a video of a person running,1,17,0,8,95
4_100_1,a video of a person running,1,0,0,0,20
4_089_1,a video of a person lying motionless on the ground,1,0,0,4,294
2_080_1,a video of a person lying motionless on the ground,1,0,0,15,115
3_092_1,a video of a person lying motionless on the ground,1,0,0,60,61
1_091_1,a video of a person lying motionless on the ground,1,193,0,0,42
3_099_1,a video of a person lying motionless on the ground,1,30,0,11,10
1_078_1,a video of a person lying motionless on the ground,1,121,0,1,96
4_094_1,a video of a person lying motionless on the ground,1,0,0,0,45
3_086_1,a video of a person lying motionless on the ground,1,116,0,8,48
1_084_1,a video of a person lying motionless on the ground,1,0,0,3,36
2_069_1,a video of a person aggressively chasing another person,1,0,0,39,61
000214,a video of a person aggressively chasing another person,1,0,0,0,20
1_082_1,a video of a person aggressively chasing another person,1,0,0,15,52
3_093_1,a video of a person aggressively chasing another person,1,0,0,43,46
2_071_1,a video of a person aggressively chasing another person,1,0,0,16,51
3_080_1,a video of a person aggressively chasing another person,1,0,0,37,58
4_101_1,a video of a person aggressively chasing another person,1,0,0,0,56
4_108_1,a video of a person aggressively chasing another person,1,0,0,1,31
4_107_1,a video of a person aggressively chasing another person,1,0,0,7,98
000312,a video of a person aggressively chasing another person,1,0,0,0,40
4_114_1,a video of a person aggressively chasing another person,1,0,0,29,10
000235,a video of a person aggressively chasing another person,1,0,0,6,0
3_096_1,a video of a person aggressively chasing another person,1,0,0,24,30
1_073_1,a video of a person aggressively chasing another person,1,0,0,21,21
000307,a video of a person aggressively chasing another person,1,0,0,0,75
3_091_1,a video of a person aggressively chasing another person,1,0,0,17,15
000264,a video of a person aggressively chasing another person,1,0,0,0,47
4_083_1,a video of a person aggressively chasing another person,1,0,0,33,23
2_078_1,a video of a person aggressively chasing another person,1,0,0,0,44
2_077_1,a video of a person aggressively chasing another person,1,0,0,20,38
1_087_1,a video of a person aggressively chasing another person,1,0,0,0,67
000351,a video of a person aggressively chasing another person,1,0,0,11,23
000311,a video of a person aggressively chasing another person,1,0,0,0,0
D076_03,a video of a person aggressively chasing another person,1,0,0,16,189
000305,a video of a person aggressively chasing another person,1,0,0,1,5
000316,a video of a person aggressively chasing another person,1,0,0,3,27
2_088_1,a video of a person aggressively chasing another person,1,0,0,0,37
000212,a video of a person aggressively chasing another person,1,0,0,0,24
000231,a video of a person aggressively chasing another person,1,0,0,7,62
000356,a video of a person aggressively chasing another person,1,0,0,6,85
000257,a video of a person aggressively chasing another person,1,0,0,0,122
1_085_1,a video of a person aggressively chasing another person,1,0,0,12,284
2_083_1,a video of a person aggressively chasing another person,1,0,0,75,288
000281,a video of a person aggressively chasing another person,1,0,0,0,58
D036_07,a video of a person jumping high in the air with both feet,1,0,0,0,287
21,a video of a person jumping high in the air with both feet,1,0,0,0,2
1_092_1,a video of a person jumping high in the air with both feet,1,0,0,26,34
2_089_1,a video of a person jumping high in the air with both feet,1,0,0,19,89
07,a video of a person jumping high in the air with both feet,1,0,0,10,81
3_100_1,a video of a person jumping high in the air with both feet,1,0,0,2,1
08,a video of a person jumping high in the air with both feet,1,0,0,0,0
4_089_1,a video of a person accidentally falling to the ground,1,0,0,4,294
2_080_1,a video of a person accidentally falling to the ground,1,0,0,15,115
1_090_1,a video of a person accidentally falling to the ground,1,0,0,0,35
1_078_1,a video of a person accidentally falling to the ground,1,0,0,122,96
3_086_1,a video of a person accidentally falling to the ground,1,0,0,124,48
2_074_1,a video of a person accidentally falling to the ground,1,1,0,23,71
1_084_1,a video of a person accidentally falling to the ground,1,0,0,3,36
4_106_1,a video of a person gently guiding another person by the arm,1,0,0,0,56
D158_17,a video of a person gently guiding another person by the arm,1,0,0,23,56
3_098_1,a video of a person gently guiding another person by the arm,1,0,0,10,46
4_097_1,a video of a person gently guiding another person by the arm,1,0,0,0,1
1_089_1,a video of a person gently guiding another person by the arm,1,22,0,17,7
2_087_1,a video of a person gently guiding another person by the arm,1,0,0,1,69
4_095_1,a video of a person stealing other person,1,0,0,17,47
1_082_1,a video of a person stealing other person,1,0,0,15,52
4_084_1,a video of a person stealing other person,1,0,0,1,29
2_071_1,a video of a person stealing other person,1,0,0,16,51
3_080_1,a video of a person stealing other person,1,0,0,37,58
4_108_1,a video of a person stealing other person,1,0,0,1,31
3_081_1,a video of a person stealing other person,1,0,0,10,88
D077_01,a video of a person stealing other person,1,0,0,6,124
3_091_1,a video of a person stealing other person,1,0,0,17,15
4_083_1,a video of a person stealing other person,1,0,0,33,23
2_078_1,a video of a person stealing other person,1,0,0,0,44
D068_10,a video of a person stealing other person,1,0,0,0,55
D158_01,a video of a person stealing other person,1,0,0,18,126
2_070_1,a video of a person stealing other person,1,0,0,19,78
D077_03,a video of a person stealing other person,1,0,0,0,103
3_088_1,a video of a person deliberately throwing garbage on the ground,1,3,0,11,46
20,a video of a person deliberately throwing garbage on the ground,1,18,10,0,7
13,a video of a person deliberately throwing garbage on the ground,1,4,7,2,77
1_080_1,a video of a person deliberately throwing garbage on the ground,1,0,0,0,34
1_076_1,a video of a person deliberately throwing garbage on the ground,1,0,0,14,25
2_072_1,a video of a person deliberately throwing garbage on the ground,1,10,10,11,26
3_074_1,a video of a person deliberately throwing garbage on the ground,1,0,20,0,79
4_103_1,a video of a person deliberately throwing garbage on the ground,1,0,0,0,32
3_082_1,a video of a person deliberately throwing garbage on the ground,1,3,5,21,113
14,a video of a person deliberately throwing garbage on the ground,1,4,4,1,75
D031_07,a video of a person deliberately throwing garbage on the ground,1,0,0,0,86
2_092_1,a video of a person deliberately throwing garbage on the ground,1,0,5,7,60
1_074_1,a video of a person deliberately throwing garbage on the ground,1,0,0,8,38
3_095_1,a video of a person deliberately throwing garbage on the ground,1,18,15,1,9
3_084_1,a video of a person deliberately throwing garbage on the ground,1,0,0,29,51
1_086_1,a video of a person deliberately throwing garbage on the ground,1,5,0,2,77
4_099_1,a video of a person tripping over an obstacle,1,0,0,0,125
4_087_1,a video of a person tripping over an obstacle,1,0,0,6,36
2_081_1,a video of a person tripping over an obstacle,1,0,0,4,11
2_082_1,a video of a person tripping over an obstacle,1,0,0,0,199
4_098_1,a video of a person tripping over an obstacle,1,0,0,0,41
D148_04,a video of a person pickpocketing a wallet from someone's pocket,1,0,0,8,333
4_085_1,a video of a person pickpocketing a wallet from someone's pocket,1,0,0,0,44
3_083_1,a video of a person pickpocketing a wallet from someone's pocket,1,0,0,9,10
D149_05,a video of a person pickpocketing a wallet from someone's pocket,1,0,0,17,25
1_075_1,a video of a person pickpocketing a wallet from someone's pocket,1,0,0,0,43
4_086_1,a video of a person pickpocketing a wallet from someone's pocket,1,0,0,27,44
D158_13,a video of a person pickpocketing a wallet from someone's pocket,1,0,0,1,25
D149_07,a video of a person pickpocketing a wallet from someone's pocket,1,0,0,2,25
D149_03,a video of a person pickpocketing a wallet from someone's pocket,1,0,0,3,46
